business_id,name,slug,stock,price,commission_value,commission_price,is_sale,sale_price,category_id,subcategory_id,image,short_description,description,additional_information,shipping_return,meta_title,meta_description,meta_keyword,status,created_at,updated_at,deleted_at
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
